5659	等級	字行	詞性	韓文	中文	拼寫	字源	韓文片語	中文解釋	2	大	中	小	小小	順序	大中分類	大中小分類	日文	選項2	選項3	選項4
	初級	ㅇ	名詞	이상	以上	V		한 시간 [이상]	一小時「以上」		基本	地方	方位			基本_地方	基本_地方_方位		異常	故事	利用
	初級	ㅈ	代名詞	저곳	那邊	V		[저곳]	在那邊		基本	地方	方位			基本_地方	基本_地方_方位		那個	那個人	這邊
	初級	ㅈ	代名詞	저기	那個	V		[저기]	那個		基本	地方	方位			基本_地方	基本_地方_方位		那個人	那邊	我們
	初級	ㅈ	代名詞	저쪽	那邊	V		[저쪽]:방향	那邊		基本	地方	方位			基本_地方	基本_地方_方位	あちら、あっち 	我們	我的	什麼時候
	初級	ㅈ	名詞	주변	週邊	V		[주변] 환경	「週邊」環境		基本	地方	方位			基本_地方	基本_地方_方位	周辺 	主婦	注射	寫地址
	初級	ㅈ	名詞	주위	周圍	V		눈 [주위]	眼睛「周圍」		基本	地方	方位			基本_地方	基本_地方_方位	周囲 	主人	停車	停車場
	初級	ㅈ	名詞	중간	中間	V		집과 학교의 [중간]	家和學校「中間」		基本	地方	方位			基本_地方	基本_地方_方位		中國	中國餐廳	中心
	初級	ㅈ	名詞	중심	中心	V		서울의 [중심]	首爾的「中心」		基本	地方	方位			基本_地方	基本_地方_方位	中心 	中央	重要	進中學
	初級	ㅈ	名詞	중앙	中央	V		무대 [중앙]	舞台「中央」		基本	地方	方位			基本_地方	基本_地方_方位	真ん中、中央 	重要	進中學	中學生
	初級	ㅈ	名詞	지하	地下	V		[지하]로 내려가다	下去「地下」		基本	地方	方位			基本_地方	基本_地方_方位		地下道	地鐵	地鐵站
	初級	ㅈ	依存名詞	쪽	-邊	V		[쪽]	邊		基本	地方	方位			基本_地方	基本_地方_方位	～かけら、～片を数える助数詞 	浴	七月	車
	初級	ㄱ	名詞	거리	距離	V		[거리]가 가깝다	「距離」近		基本	地方	遠近			基本_地方	基本_地方_遠近		對面	鏡子	拒絕
	初級	ㅁ	形容詞	멀다	遠	V		거리가 [멀다]	距離「遠」		基本	地方	遠近			基本_地方	基本_地方_遠近	遠い 	好看	不好看	重
	初級	ㅁ	副詞	멀리	遠地	V		[멀리] 가다	走得「很遠」		基本	地方	遠近			基本_地方	基本_地方_遠近		不會	非常	提前
	初級	ㅇ	名詞	이웃	鄰近	V		[이웃] 나라	「鄰近」國家		基本	地方	遠近			基本_地方	基本_地方_遠近	隣 	理由	以前	兩天
	初級	ㅇ	代名詞	이쪽	這邊	V		[이쪽]으로 향하다	「這邊」走		基本	地方				基本_地方	基本_地方_	こちら、こっち 	某某人	我	那個
	初級	ㄱ	依存名詞	것	-東西	V		먹을 [것]	吃的「東西」		基本	地方				基本_地方	基本_地方_		本	間	-堂
	初級	ㄱ	名詞	곳	-地方	V		어느 [곳]	某個「地方」		基本	地方				基本_地方	基本_地方_		球	公務員	學習
	初級	ㄷ	冠形詞	다른	別的	V		[다른] 나라	「別的」國家		基本	地方				基本_地方	基本_地方_		兩三個	僅僅	全部
	初級	ㅁ	代名詞	무엇	什麼	V		[무엇]	什麼		基本	地方				基本_地方	基本_地方_		哪裡	這裡	每位
	初級	ㅁ	代名詞/感嘆詞	뭐	什麼	V		[뭐] 라고 말하다	你說「什麼」？		基本	地方				基本_地方	基本_地方_		某	模擬兩可的	我
	初級	ㅈ	代名詞	저거	那個	V		[저거]＝저것	那個		基本	地方				基本_地方	基本_地方_		那個人	那邊	這個
	初級	ㅈ	代名詞	저것	那個	V		[저것]:−	那個		基本	地方				基本_地方	基本_地方_		那邊	這	那個人
	初級	ㅈ	冠形詞	저런	那樣	V		[저런]:그런	像那樣		基本	地方				基本_地方	基本_地方_		全	初次	總
	初級	ㄱ	名詞	강	江	V		[강]을 건너다	渡「江」		自然	地理				自然_地理	自然_地理_	江 	小狗	狗	大街
	初級	ㄷ	名詞	땅	地上	V		[땅]에 떨어지다	掉在「地上」		自然	地理				自然_地理	自然_地理_	地 	小時	年糕	年糕湯
	初級	ㅂ	名詞	바다	海	V		[바다]를 건너다	過「海」		自然	地理				自然_地理	自然_地理_	海 	地面	海灘	風
	初級	ㅂ	名詞	바닥	地面	V		[바닥]에 떨어지다	掉在「地面」		自然	地理				自然_地理	自然_地理_	床、底 	海灘	風	小提琴
	初級	ㅂ	名詞	바닷가	海灘	V		[바닷가]로 나가다	去「海灘」		自然	地理				自然_地理	自然_地理_	海辺 	風	小提琴	褲子
	初級	ㅅ	名詞	산	爬山	V		[산]에 오르다	爬「山」		自然	地理				自然_地理	自然_地理_	山 	散步	肉	三岔路
	初級	ㅅ	名詞	섬	島	V		[섬]:제주도	島		自然	地理				自然_地理	自然_地理_	島 	姓	性格	成功
	初級	ㅈ	名詞	지도	地圖	V		[지도]를 보다	看「地圖」		自然	地理				自然_地理	自然_地理_	地図 	地方	橡皮擦	地下
	初級	ㅎ	名詞	호수	湖水	V		[호수]가 맑다	「湖水」很清徹		自然	地理				自然_地理	自然_地理_	湖 	紅茶	憤怒	畫家
	初級	ㄱ	名詞	강아지	小狗	V		[강아지]를 키우다	養「小狗」		自然	動物				自然_動物	自然_動物_	子犬 	狗	大街	小貓
	初級	ㄱ	名詞	개	狗	V		[개]	狗		自然	動物				自然_動物	自然_動物_	（モノを数えるときの）～個 	大街	距離	鏡子
	初級	ㄱ	名詞	고양이	貓	V		[고양이]를 기르다	養「貓」		自然	動物				自然_動物	自然_動物_	猫 	故障	辣椒醬	故鄉
	初級	ㄷ	名詞	닭	雞	V		[닭]을 키우다	養「雞」		自然	動物				自然_動物	自然_動物_	鶏 	雞肉	香煙	回答
	初級	ㄷ	名詞	동물	動物	V		[동물]을 키우다	養「動物」		自然	動物				自然_動物	自然_動物_	動物 	弟弟	同時	期間
	初級	ㄷ	名詞	돼지	豬	V		[돼지]를 기르다	餵養「豬」		自然	動物				自然_動物	自然_動物_	豚 	豬肉	味噌醬	味噌鍋
	初級	ㅁ	名詞	말	馬	V		[말]을 타다	騎「馬」		自然	動物				自然_動物	自然_動物_	斗 	不要	馬來西亞	很
	初級	ㅁ	名詞	모기	蚊子	V		[모기]에 물리다	被「蚊子」叮		自然	動物				自然_動物	自然_動物_	蚊 	行蹤	樣子	形狀
	初級	ㅁ	名詞	물고기	魚	V		[물고기]를 잡다	捉「魚」		自然	動物				自然_動物	自然_動物_	魚 	美國	未來	美術館
	初級	ㅂ	名詞	뱀	蛇	V		[뱀]:동물	蛇		自然	動物				自然_動物	自然_動物_	ヘビ 	習慣	公車	號碼
	初級	ㅅ	名詞	새	鳥	V		[새]:동물	鳥		自然	動物				自然_動物	自然_動物_	鳥 	三四個	消極的	大約
	初級	ㅅ	名詞	소	牛	V		[소]:동물	牛		自然	動物				自然_動物	自然_動物_	牛 	介紹	牛肉	鹽
	初級	ㅋ	名詞	코끼리	大象	V		[코끼리]:동물	大象		自然	動物				自然_動物	自然_動物_	ゾウ 	音樂會	可樂	鼻涕
	初級	ㅌ	名詞	토끼	兔子	V		[토끼]:동물	兔子		自然	動物				自然_動物	自然_動物_	ウサギ 	番茄	存摺	通話
	初級	ㅎ	名詞	호랑이	老虎	V		[호랑이]	老虎		自然	動物				自然_動物	自然_動物_	トラ 	湖水	紅茶	憤怒
	初級	ㄷ	動詞	듣다	聽	V		음악을 [듣다]	「聽」音樂		人	動作	耳鼻			人_動作	人_動作_耳鼻	効く 	花	提著	進去
	初級	ㄷ	動詞	들리다	聽到	V		소리가 [들리다]	「聽到」聲音		人	動作	耳鼻			人_動作	人_動作_耳鼻		進去	進來	離開
	初級	ㄷ	動詞	떠들다	大聲	V		시끄럽게 [떠들다]	大聲吵鬧		人	動作	口			人_動作	人_動作_口		掉下	跑	跑去
	初級	ㅁ	動詞	묻다	問	V		길을 [묻다]	「問」路		人	動作	口			人_動作	人_動作_口	聞く 	問一下	滑	相信
	初級	ㅁ	動詞	물어보다	問一下	V		길을 [물어보다]	「問一下」路		人	動作	口			人_動作	人_動作_口		滑	相信	推
	初級	ㅂ	動詞	부르다	叫	V		친구를 [부르다]	「叫」朋友		人	動作	口			人_動作	人_動作_口		寄	風吹	沾上
	初級	ㅇ	動詞	울다	哭	V		아기가 [울다]	嬰兒在「哭」		人	動作	口			人_動作	人_動作_口	泣く 	身體	笑	求
	初級	ㅇ	動詞	웃다	笑	V		활짝 [웃다]	開懷「大笑」		人	動作	口			人_動作	人_動作_口	笑う 	求	贏	成熟
	初級	ㅈ	動詞	지르다	喊出	V		소리를 [지르다]	「喊出」聲		人	動作	口			人_動作	人_動作_口		擦	保衛	蓋
	初級	ㄴ	動詞	넘어지다	倒下	V		자전거가 [넘어지다]	自行車「倒下」		人	動作	身體			人_動作	人_動作_身體		放進去	玩	驚訝
	初級	ㄴ	動詞	눕다	躺	V		바닥에 [눕다]	「躺在」地板		人	動作	身體			人_動作	人_動作_身體		感覺	增加	老
	初級	ㅁ	動詞	마시다	喝	V		물을 [마시다]	「喝」水		人	動作	身體			人_動作	人_動作_身體		完成	被封鎖	見
	初級	ㅁ	動詞	먹다	吃飯	V		밥을 [먹다]	吃「飯」		人	動作	身體			人_動作	人_動作_身體		停	背	不知道
	初級	ㅂ	動詞	바라보다	抬頭看	V		하늘을 [바라보다]	「抬頭看」天空		人	動作	身體			人_動作	人_動作_身體		塗	收到	聽寫
	初級	ㅂ	動詞	빠지다	掉	V		강에 [빠지다]	「掉到」河裡		人	動作	身體			人_動作	人_動作_身體		洗	拔	撿
	初級	ㅅ	動詞	서다	站直	V		똑바로 [서다]	「站」直		人	動作	身體			人_動作	人_動作_身體		匆忙	摻	站起來
	初級	ㅅ	動詞	세우다	站起來	V		자리에서 [세우다]	從椅子上「站起來」		人	動作	身體			人_動作	人_動作_身體		休息	喘息	悲傷
	初級	ㅅ	動詞	쉬다	休息	V		그늘에서 [쉬다]	在陰涼處「休息」		人	動作	身體			人_動作	人_動作_身體	酸っぱくなる、すえる 	喘息	悲傷	安排
	初級	ㅅ	動詞	쉬다	喘息	V		숨을 [쉬다]	喘息		人	動作	身體			人_動作	人_動作_身體	酸っぱくなる、すえる 	喘息	悲傷	安排
	初級	ㅇ	動詞	움직이다	身體	V		몸을 [움직이다]	「活動」身體		人	動作	身體			人_動作	人_動作_身體	動く 	笑	求	贏
	初級	ㅊ	動詞	차다	踢	V		공을 [차다]	「踢」球		人	動作	身體			人_動作	人_動作_身體		踢	戴	忍住
	初級	ㄱ	動詞	가지다	帶著	V		돈을 [가지다]	「攜帶著」錢		人	動作	手			人_動作	人_動作_手		換穿	轉搭	閉
	初級	ㄱ	動詞	갖다	拿，帶	V		돈을 [갖다]	「拿」錢		人	動作	手			人_動作	人_動作_手		還	給	穿越
	初級	ㄱ	動詞	꺼내다	取出	V		가방에서 [꺼내다]	從包包中「取出」		人	動作	手			人_動作	人_動作_手		做夢	關	戒
	初級	ㄴ	動詞	넣다	放進去	V		책을 [넣다]	把書「放進去」		人	動作	手			人_動作	人_動作_手		玩	驚訝	放下
	初級	ㄴ	動詞	놓다	放下	V		펜을 [놓다]	「放下」筆		人	動作	手			人_動作	人_動作_手		按	躺	感覺
	初級	ㄷ	動詞	닫다	關	V		문을 [닫다]	「關」門		人	動作	手			人_動作	人_動作_手		跑	像	扔
	初級	ㄷ	動詞	던지다	扔	V		공을 [던지다]	「扔」球		人	動作	手			人_動作	人_動作_手		帶去	帶來	幫忙
	初級	ㄷ	動詞	두다	放	V		책상 위에 [두다]	「放」在桌上		人	動作	手			人_動作	人_動作_手		給	聽	花
	初級	ㄷ	動詞	들다	提著	V		가방을 [들다]	「提著」包包		人	動作	手			人_動作	人_動作_手		提著	進去	聽到
	初級	ㅁ	動詞	만지다	摸	V		손을 [만지다]	「摸」手		人	動作	手			人_動作	人_動作_手		不要	正確	答對
	初級	ㅁ	動詞	메다	背	V		가방을 [메다]	「背著」包包		人	動作	手			人_動作	人_動作_手		不知道	侍奉	收集
	初級	ㅁ	動詞	모으다	收集	V		장난감을 [모으다]	「收集」玩具		人	動作	手			人_動作	人_動作_手		賺	不足	問
	初級	ㅁ	動詞	밀다	推	V		문을 [밀다]	「推」門		人	動作	手			人_動作	人_動作_手		下決心	碰	捂住
	初級	ㅂ	名詞	박수	拍手	V		[박수]를 치다	拍手		人	動作	手			人_動作	人_動作_手	拍手 	外面	半個	班
	初級	ㅂ	動詞	버리다	丟	V		휴지를 [버리다]	「丟」垃圾		人	動作	手			人_動作	人_動作_手		賺	脫掉	改變
	初級	ㅂ	動詞	붙다	沾上	V		먼지가 [붙다]	「沾上」灰塵		人	動作	手			人_動作	人_動作_手		貼	空著	借
	初級	ㅅ	動詞	섞다	摻	V		물을 [섞다]	「摻」水		人	動作	手			人_動作	人_動作_手	混ぜる 	站起來	休息	喘息
	初級	ㅅ	動詞	싸다	打包	V		짐을 [싸다]	「打包」行李		人	動作	手			人_動作	人_動作_手	値段が安い 	吵架	堆積	切
	初級	ㅇ	動詞	안다	抱	V		아기를 [안다]	「抱」小孩		人	動作	手			人_動作	人_動作_手	抱く 	不行	知道	告知
	初級	ㅇ	動詞	얻다	取	V		물건을 [얻다] 	「取」貨		人	動作	手			人_動作	人_動作_手		結（冰）	請教	開
	初級	ㅇ	動詞	열다	開	V		문을 [열다]	「開」門		人	動作	手			人_動作	人_動作_手		開著	上漲	爬上去
	初級	ㅇ	動詞	열리다	開著	V		문이 [열리다]	門是「開著的」		人	動作	手			人_動作	人_動作_手		上漲	爬上去	爬上來
	初級	ㅈ	動詞	자르다	剪	V		머리를 [자르다]	「剪」頭髮		人	動作	手			人_動作	人_動作_手		順利	錯誤	烤
	初級	ㅈ	動詞	잡다	㧓住	V		손을 [잡다]	「㧓住」手		人	動作	手			人_動作	人_動作_手		用膳	寫	轉
	初級	ㅈ	動詞	줍다	撿	V		쓰레기를 [줍다]	「撿」垃圾		人	動作	手			人_動作	人_動作_手		很開心	愉快	經過
	初級	ㅈ	動詞	찍다	蓋	V		도장을 [찍다]	「蓋」印章		人	動作	手			人_動作	人_動作_手		長大	砍	富裕
	初級	ㅊ	動詞	치다	拍	V		책상을 [치다]	「拍」桌		人	動作	手			人_動作	人_動作_手	切る 	準備	找出	尋找
	初級	ㅋ	動詞	켜다	開	V		불을 [켜다]	「開」燈		人	動作	手			人_動作	人_動作_手	弦楽器を弾く・搔く 	拉	養狗	變大
	初級	ㅋ	動詞	켜다	拉	V		바이올린을 [켜다]	「拉」小提琴		人	動作	手			人_動作	人_動作_手	弦楽器を弾く・搔く 	拉	養狗	變大
	初級	ㅌ	動詞	틀다	開	V		텔레비전을 [틀다]	「開」電視		人	動作	手			人_動作	人_動作_手		錯	先天	領（薪水）
	初級	ㅎ	動詞	흔들다	揮	V		손을 [흔들다]	「揮」手		人	動作	手			人_動作	人_動作_手		飄	結合	合為
	初級	ㄱ	動詞	가리키다	指	V		손가락으로 [가리키다]	用手指「指」		人	動作	手指			人_動作	人_動作_手指		帶去	帶來	帶著
	初級	ㄱ	動詞	끄다	關	V		불을 [끄다]	「關」火		人	動作	手指			人_動作	人_動作_手指		戒	斷	燒
	初級	ㄴ	動詞	누르다	按	V		버튼을 [누르다]	「按下」按鈕		人	動作	手指			人_動作	人_動作_手指		躺	感覺	增加
	初級	ㅁ	動詞	매다	繫	V		신발 끈을 [매다]	「繫」鞋帶		人	動作	手指			人_動作	人_動作_手指	草取りをする 	吃飯	停	背
	初級	ㅂ	動詞	바르다	塗	V		로션을 [바르다]	「塗」乳霜		人	動作	手指			人_動作	人_動作_手指		收到	聽寫	學
	初級	ㅂ	動詞	붙이다	貼	V		우표를 [붙이다]	「貼」郵票		人	動作	手指			人_動作	人_動作_手指		空著	借	掉
	初級	ㅂ	動詞	빼다	拔	V		이를 [빼다]＝뽑다	「拔」牙		人	動作	手指			人_動作	人_動作_手指		歡迎	送回	擺好
	初級	ㅂ	動詞	뽑다	拔	V		이를 [뽑다] = 빼다	「拔」牙		人	動作	手指			人_動作	人_動作_手指		送回	擺好	供上
	初級	ㅅ	動詞	쓰다	寫	V		글자를 [쓰다]	「寫」字		人	動作	手指			人_動作	人_動作_手指	苦い 	戴	用	嚼
	初級	ㅈ	動詞	접다	折	V		종이를 [접다]	「折」紙		人	動作	手指			人_動作	人_動作_手指		定	淋濕	打瞌睡
	初級	ㅍ	動詞	펴다	翻	V		책을 [펴다]	「翻」書		人	動作	手指			人_動作	人_動作_手指		舖	鬆開	開花
	初級	ㄱ	動詞	감다	閉	V		눈을 [감다]	「閉」眼		人	動作	眼			人_動作	人_動作_眼		開	拿錢	還
	初級	ㄷ	動詞	뜨다	睜	V		눈을 [뜨다]	「睜開」眼睛		人	動作	眼			人_動作	人_動作_眼		走近	緊挨著	走遠
	初級	ㅂ	動詞	보이다	看	V		산이 [보이다]	山「被看到了」（被動詞）		人	動作	眼			人_動作	人_動作_眼		戲弄	炒	拜見
	初級	ㅂ	動詞	보이다	看	V		동생에게 사진을 [보이다]	「讓」弟弟「看」照片（使動詞）		人	動作	眼			人_動作	人_動作_眼		戲弄	炒	拜見
	初級	ㅂ	動詞	뵙다	拜見	V		어른을 [뵙다]	「拜見」大人（보다的敬語）		人	動作	眼			人_動作	人_動作_眼	お目にかかる 	叫	寄	風吹
	初級	ㅊ	動詞	쳐다보다	仰望	V		하늘을 [쳐다보다]	「仰望」天空		人	動作	眼			人_動作	人_動作_眼		跳	跳舞	拍
	初級	ㄱ	動詞	걸다	掛	V		그림을 [걸다]	「掛」畫		人	動作				人_動作	人_動作_	賭ける 	步行	走去	走回
	初級	ㄱ	動詞	걸리다	掛	V		그림이 [걸리다]	「掛」畫		人	動作				人_動作	人_動作_	病気になる 	走去	走回	在
	初級	ㄴ	名詞	내용	內容	V		수업 [내용]	上課「內容」		國家	法律	規定			國家_法律	國家_法律_規定		鍋	味道	冷麵
	初級	ㅁ	名詞	목적	目的	V		[목적]을 이루다	達到「目的」		國家	法律	規定			國家_法律	國家_法律_規定		身體	蒙古	蘿蔔
	初級	ㅂ	名詞	방법	方法	V		사용 [방법]	使用「方法」		國家	法律	規定			國家_法律	國家_法律_規定		轉播	廣播電台	放假
	初級	ㅅ	名詞/副詞	사실	事實	V		[사실]을 밝히다	「事實」證明		國家	法律	規定			國家_法律	國家_法律_規定		正好	現在	昨天
	初級	ㅇ	名詞	이유	理由	V		[이유]를 묻다	詢問「理由」		國家	法律	規定			國家_法律	國家_法律_規定		以前	兩天	理解
	初級	ㅈ	名詞	자유	自由	V		[자유]를 누리다	享受「自由」		國家	法律	規定			國家_法律	國家_法律_規定		炸醬麵	自行車	自動販賣機
	初級	ㅈ	名詞	종류	種類	V		[종류]가 다양하다	「種類」很多		國家	法律	規定			國家_法律	國家_法律_規定		從業員	紙	週末
