5659	等級	字行	詞性	韓文	中文	韓文片語	中文解釋	字源	拼寫	2	大	中	小	小小	順序	大中分類	大中小分類	日文	選項2	選項3	選項4
	中級	-		-았/었다가	轉換	친구랑 부산에 [갔다가] 오려고요	和朋友去一趟釜山		V	#N/A	文法	數量與時間	時間			文法_數量與時間	文法_數量與時間_時間				
	中級	-		-았/었더니	因為	며칠 야근을 [했더니] 몹살이 났어요	上了幾天夜班，渾身倦怠		V	#N/A	文法	推測與理由	理由			文法_推測與理由	文法_推測與理由_理由				
	中級	-		-았/었더라면	假設當初	미리 예매 [했더라면] 공연을 볼 수 있다	就說要先買票		V	#N/A	文法	假設與背景				文法_假設與背景	文法_假設與背景_				
	中級	-		-았/었던	上次	지난번에 만[났던] 커피숌에서 만나요	在上次見面的咖啡廳見吧		V	#N/A	文法	數量與時間	時間			文法_數量與時間	文法_數量與時間_時間				
	中級	-		-았/었어야 했는데	應該	책을 미리 읽어 [왔어야 했는데] 죄송합니다	應該先看一遍的		V	#N/A	文法	假設與背景				文法_假設與背景	文法_假設與背景_				
文法	初級			-았/었어요	一般過去形				V	#N/A	文法	基本				文法_基本	文法_基本_				
文法	初級			-았/었었어요	過去完成式				V	#N/A	文法	基本				文法_基本	文法_基本_				
文法	初級			-았/었으면 좋겠다	要是 – 就好了				V	#N/A	文法	希望與打算	希望			文法_希望與打算	文法_希望與打算_希望				
	中級	-		-야말로	正是	그 디자인[이야말로] 제가 찾던 거예요.	這正是我要的		V	#N/A	文法	數量與時間				文法_數量與時間	文法_數量與時間_				
	中級	ㅇ		-얼마나 -ㄴ지 몰라요	不知道多-	도쿄의 물가가 [얼마나] 바싼[지 몰라요]	東京物價貴得不得了		V	#N/A	文法	數量與時間				文法_數量與時間	文法_數量與時間_				
文法	初級			-없다	沒有-				V	#N/A	文法	基本				文法_基本	文法_基本_				
文法	初級			-에	往 - / 在 -				V	#N/A	文法	基本	助詞			文法_助詞	文法_助詞_助詞				
新視4_1_03_1	高級	-		-에 따르면	依據-					#N/A	人	家族	婚姻			人_家族	人_家族_婚姻				
文法	初級			-에게	給 - 				V	#N/A	文法	基本	助詞			文法_助詞	文法_助詞_助詞				
文法	初級			-에서	在 – 做				V	#N/A	文法	基本	助詞			文法_助詞	文法_助詞_助詞				
文法	初級			-에서 -까지	從 – 到 -				V	#N/A	文法	基本	助詞			文法_助詞	文法_助詞_助詞				
文法	初級			-예요	是-				V	#N/A	文法	基本				文法_基本	文法_基本_				
	中級			-와 다르게	相反地				V	#N/A	文法	狀態與轉折	相反			文法_狀態與轉折	文法_狀態與轉折_相反				
	中級			-와 달리	相反地				V	#N/A	文法	狀態與轉折	相反			文法_狀態與轉折	文法_狀態與轉折_相反				
文法	初級			-와/과	和 -				V	#N/A	文法	基本	助詞			文法_助詞	文法_助詞_助詞				
新視4_2_1_1	高級		文法	-으면서도	卻	가까[우면서도] 좋은 곳이 많잖아	雖然近「卻」有很多好地方			#N/A	文法	狀態與轉折				文法_狀態與轉折	文法_狀態與轉折_				
文法	初級			-은/는	是 -				V	#N/A	文法	基本	助詞			文法_助詞	文法_助詞_助詞				
文法	初級			-을/를	受詞助詞				V	#N/A	文法	基本	助詞			文法_助詞	文法_助詞_助詞				
文法	初級			-을/를 위해서	為了 -				V	#N/A	文法	希望與打算	#N/A			文法_希望與打算	#N/A				
文法	初級			-의	- 的				V	#N/A	文法	基本	助詞			文法_助詞	文法_助詞_助詞				
	初級	-		-이 가능합니다	可能				V	#N/A	文法	要求與禁止	可以			文法_要求與禁止	文法_要求與禁止_可以				
	初級	-		-이 괜찮으십니까?	可以嗎				V	#N/A	文法	要求與禁止	可以			文法_要求與禁止	文法_要求與禁止_可以				
	初級	-		-이 되세요？	可以嗎				V	#N/A	文法	要求與禁止	可以			文法_要求與禁止	文法_要求與禁止_可以				
	初級	-		-이 되십니까 ?	可以嗎				V	#N/A	文法	要求與禁止	可以			文法_要求與禁止	文法_要求與禁止_可以				
	初級	-		-이 불가능합니다	不能				V	#N/A	文法	要求與禁止	不能			文法_要求與禁止	文法_要求與禁止_不能				
文法	初級			-이/가	是 -				V	#N/A	文法	基本	助詞			文法_助詞	文法_助詞_助詞				
	中級	-		-이/히/리/기	被動	아이가 할아버지에세 [안겼어요]	孩子被爺爺抱住了		V	#N/A	文法	狀態與轉折	詞性改變	被動		文法_狀態與轉折	文法_狀態與轉折_詞性改變				
文法	初級			-이다	是-				V	#N/A	文法	基本				文法_基本	文法_基本_				
	高級	-		-이라던데	回想~					#N/A	育	工作	選擇			育_工作	育_工作_選擇				
文法	初級			-이에요	是-				V	#N/A	文法	基本				文法_基本	文法_基本_				
文法	初級			-입니까?	是～嗎？				V	#N/A	文法	基本				文法_基本	文法_基本_				
文法	初級			-입니다	是-				V	#N/A	文法	基本				文法_基本	文法_基本_				
文法	初級			-있다	有-				V	#N/A	文法	基本				文法_基本	文法_基本_				
	中級	-		-자고요?	你說	어디에서 만나[자고요]?	你說在哪見？（建議）		V	#N/A	文法	基本	引用			文法_基本	文法_基本_引用				
文法	初級			-자마자	一 – 就 -				V	#N/A	文法	數量與時間	時間			文法_數量與時間	文法_數量與時間_時間				
	中級	-		-잖아요	因為	노래도 잘하고 엇있[잖아요]	因為他歌唱得好，人又帥		V	#N/A	文法	推測與理由	理由			文法_推測與理由	文法_推測與理由_理由				
文法	初級			-전에	在 – 之前				V	#N/A	文法	歸類與對比				文法_歸類與對比	文法_歸類與對比_				
	中級	-		-조차	甚至	저는 그 사람 이름[조차] 몰라요	我甚至不知道他的名字		V	#N/A	文法	數量與時間				文法_數量與時間	文法_數量與時間_				
文法	初級			-중	- 中				V	#N/A	文法	數量與時間	時間			文法_數量與時間	文法_數量與時間_時間				
	中級	-		-지 그래요	-吧	선생님께 여쭤 보[지 그래요]	去問問老師吧		V	#N/A	文法	經驗與建議				文法_經驗與建議	文法_經驗與建議_				
文法	初級			-지 마세요	請不要 -				V	#N/A	文法	要求與禁止	#N/A			文法_要求與禁止	#N/A				
文法	初級			-지 않아도 되다	不 – 也可以				V	#N/A	文法	要求與禁止	#N/A			文法_要求與禁止	#N/A				
文法	初級			-지만	但是-				V	#N/A	文法	歸類與對比				文法_歸類與對比	文法_歸類與對比_				
文法	初級			-쯤	約 -				V	#N/A	文法	基本	助詞			文法_助詞	文法_助詞_助詞				
文法	初級			-처럼	像～	피부가 눈처럼 희다	皮膚「像」雪「一般」		V	#N/A	文法	歸類與對比	歸類	如同～一樣		文法_歸類與對比	文法_歸類與對比_歸類				
文法	初級			-하고	和 -				V	#N/A	文法	基本	助詞			文法_助詞	文法_助詞_助詞				
文法	初級			-한테	給 - 				V	#N/A	文法	基本	助詞			文法_助詞	文法_助詞_助詞				
	高級			(스트레스를) 받다 <> 해소하다/풀다	（壓力）累積 <> 解除						人	健康	#VALUE!								
	高級			(자원이) 부족하다 <> 넘치다/풍부하다	（資源）不足 <> 超過/豐富						育	工作	物質								
	高級			(전원을) 겨다 <> 끋다	開<>關						人	動作	手								
	高級			(힘이) 세다 <> 약하다	強<>弱						樣態	比較	強弱								
新視4_1_03_1	高級	-		1,000명을 대상으로	以1000名為對象					#N/A	人	家族	婚姻			人_家族	人_家族_婚姻				
新視4_2_1_2	高級		名詞	10위권	前10名	[10위권]	前10名	10位圈		#N/A	基本	數字	順序			基本_數字	基本_數字_順序				
新視4_1_03_43	高級	-		2세	第二代					#N/A	人	家族	婚姻			人_家族	人_家族_婚姻				
新視4_1_02_1	高級	-		V-고자 하다	打算-						樂	人際	男女差異			樂_人際	樂_人際_男女差異				
	高級	-		가감승제	加減乘除						育	教學				育_教學	育_教學_				
	基本	ㄱ	名詞	가게	店舖	[가게]에 가다	去「店舖」		V		行	街道	商店			行_街道	行_街道_商店	店 	家具	包包	秋天
	初級	ㄱ	名詞	가격	價格	[가격]이 비싸다	「價格」貴	價格	V		育	工作	交易			育_工作	育_工作_交易	価格 	歌手	胸部	歌謠
新視4_2_1_1	高級		名詞	가계부	家計簿			家計簿		#N/A	住	支出	家計			住_支出	住_支出_家計				
	基本	ㄱ	名詞	가구	家具	[가구]:책상	家具	家具	V		住	用品	家具			住_用品	住_用品_家具	世帯 	包包	秋天	客廳
	高級	ㄱ		가까워지다	靠近	시험 날짜가 [가까워지다]	考試日期「快到」了				基本	時間	前後	接近		基本_時間	基本_時間_前後				
	中級	ㄱ	副詞/名詞	가까이	靠近	[가까이] 오지 마	別「靠近」我		V		基本	地方	遠近			基本_地方	基本_地方_遠近		有時	結局	這些
	基本	ㄱ	形容詞	가깝다	近	거리가 [가깝다]	距離「近」		V		基本	地方	遠近			基本_地方	基本_地方_遠近		輕	細	簡單的
	中級	ㄱ	動詞	가꾸다	裝飾	방을 [가꾸다]	「裝飾」房間		V		人	動作				人_動作	人_動作_		栽培	關	落下
	中級	ㄱ	動詞	가꾸다	栽培	화초를 [가꾸다]	「栽培」花草		V		人	生老病死	照顧			人_生老病死	人_生老病死_照顧		栽培	關	落下
	高級	ㄱ		가꾸로	倒著						基本	地方				基本_地方	基本_地方_		自由	航空	韓國人
	初級	ㄱ	副詞	가끔	偶爾	[가끔] 보다	「偶爾」看		V		基本	時間	頻率			基本_時間	基本_時間_頻率		滿滿地	最	簡單地
	中級	ㄱ	名詞	가난	窮困	[가난]에서 벗어나다	擺脫「窮困」	家難	V		人	評價	貧富			人_評價	人_評價_貧富		有錢	可能	可能性
	中級	ㄱ	名詞	가난하다	窮困	[가난]에서 벗어나다	擺脫「窮困」	家難	V		人	評價	貧富			人_評價	人_評價_貧富		可能	平凡	富有
	高級	ㄱ		가느다랗다	細	[가느다란] 눈썹	「細」眉				樣態	大小				樣態_大小	樣態_大小_				
	初級	ㄱ	形容詞	가늘다	細	손가락이 [가늘다]	手指「細」		V		樣態	份量	大小			樣態_份量	樣態_份量_大小		簡單的	力量強	相同
	中級	ㄱ	名詞	가능	可能	주차 [가능]	駐車「可能」	可能	V		樣態	比較	機率			樣態_比較	樣態_比較_機率		可能性	不行	路燈
	中級	ㄱ	名詞	가능성	可能性	[가능성]이 높다	「可能性」很高	可能	V		樣態	比較	機率			樣態_比較	樣態_比較_機率		可能	路燈	粉末
	中級	ㄱ	名詞	가능하다	可能	그런 일은 [가능하다]	那種事有「可能」	可能	V		樣態	比較	機率			樣態_比較	樣態_比較_機率		路燈	粉末	旱災
	基本	ㄱ	動詞	가다	去	학교에 [가다]	「去」學校		V		行	移動				行_移動	行_移動_		教	指	帶去
	高級	ㄱ		가도	角度	[가도]	角度	角度			基本	形式				基本_形式	基本_形式_	街道 			
	高級	ㄱ		가두	街頭			街頭			行	街道				行_街道	行_街道_				
	中級	ㄱ	動詞	가두다	關	죄인을 옥에 [가두다].	把罪犯「关押」在监狱里		V		國家	法律				國家_法律	國家_法律_		落下	阻擋	切
	初級	ㄱ	副詞	가득	滿滿地	[가득] 담다	裝得「滿滿地」		V		樣態	份量	多少			樣態_份量	樣態_份量_多少		最	簡單地	突然
	中級	ㄱ	形容詞	가득하다	滿滿	물이 [가득하다]	水「滿」		V		樣態	份量	多少			樣態_份量	樣態_份量_多少		癢	懇切的	很少
	中級	ㄱ	副詞	가득히	滿滿地	물을  [가득히] 따르다	把水倒「滿」		V		樣態	份量	多少			樣態_份量	樣態_份量_多少		暫時	傲慢	偷偷地
	高級	ㄱ		가뜩	滿滿地	담배 냄새가 [가뜩] 차다	充「滿」煙味				樣態	份量	多少			樣態_份量	樣態_份量_多少				
	中級	ㄱ	動詞	가라앉다	落下	먼지가 [가라앉다]	灰塵「落下」		V		行	移動				行_移動	行_移動_		阻擋	切	遮住
	高級	ㄱ		가래	痰						人	身體				人_身體	人_身體_	鋤 			
	高級	ㄱ		가려내다	挑出	불량품을 [가려내다].	「挑出」不良品				育	工作	規劃			育_工作	育_工作_規劃				
	中級	ㄱ	形容詞	가렵다	癢	몸이 [가렵다]	身體「癢」		V		人	身體	感覺			人_身體	人_身體_感覺	痒い 	懇切的	痛	簡便
	高級	ㄱ		가령	假如			假令			樣態	比較	機率			樣態_比較	樣態_比較_機率				
	中級	ㄱ	名詞/副詞	가로	橫向	[가로]:세로	「橫向」		V		基本	地方	方位			基本_地方	基本_地方_方位		各自	前天	明天
	中級	ㄱ	名詞	가로등	路燈	[가로등]이 켜지다	「路燈」被打開	街路燈	V		行	街道				行_街道	行_街道_		粉末	旱災	歌詞
	中級	ㄱ	動詞	가로막다	阻擋	길을 [가로막다]	路被「擋住」		V		行	街道				行_街道	行_街道_		切	遮住	辨別
	中級	ㄱ	名詞	가루	粉末	[가루]로 만들다	做成「粉末」		V		自然	形體				自然_形體	自然_形體_		旱災	歌詞	瓦斯
	高級	ㄱ		가루비누	洗衣粉						住	用品				住_用品	住_用品_	粉石鹸 			
	中級	ㄱ	動詞	가르다	切	칼로 [가르다]	用刀「切」		V		樣態	變化	分合			樣態_變化	樣態_變化_分合		遮住	辨別	靜靜地
	基本	ㄱ	動詞	가르치다	教	한국어를 [가르치다]	「教」韓語		V		育	教學				育_教學	育_教學_		指	帶去	帶來
	中級	ㄱ	動詞	가리다	辨別	시비를 [가리다]	「辨別」是非		V		樣態	比較				樣態_比較	樣態_比較_		辨別	靜靜地	帶來
	中級	ㄱ	他動詞	가리다	遮住	얼굴을 [가리다]	把臉「遮住」		V		自然	形體				自然_形體	自然_形體_		辨別	靜靜地	帶來
	中級	ㄱ	自動詞	가리다	被遮住	앞이 [가리다].	前面「被遮住」		V		自然	形體				自然_形體	自然_形體_		辨別	靜靜地	帶來
	中級	ㄱ	他動詞	가리다	挑	우승팀을 [가리다].	「挑出」優勝隊		V		自然	形體				自然_形體	自然_形體_		辨別	靜靜地	帶來
	初級	ㄱ	動詞	가리키다	指	손가락으로 [가리키다]	用手指「指」		V		人	動作	手指			人_動作	人_動作_手指		帶去	帶來	帶著
	高級	ㄱ		가마	轎子						行	方法	工具			行_方法	行_方法_工具	つむじ 			
	高級	ㄱ		가마솥	鍋子						食	料理	器具			食_料理	食_料理_器具	釜、大鍋 			
	中級	ㄱ	副詞	가만	就那樣	[가만] 놔두다	「任憑」他們去		V		樣態	變化				樣態_變化	樣態_變化_		傲慢	偷偷地	艱辛
	高級	ㄱ		가만가만	靜靜地						樣態	聲音				樣態_聲音	樣態_聲音_				
	中級	ㄱ	動詞	가만있다	靜靜地	잠자코 [가만있다]	靜靜地「待著」		V		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		帶來	被關	換（繃帶）
	中級	ㄱ	副詞	가만하다	傲慢	태도가 [가만하다]	態度「傲慢」		V		人	個性	真誠			人_個性	人_個性_真誠		偷偷地	艱辛	越來越
	中級	ㄱ	副詞	가만히	偷偷地	[가만히] 나가다	「悄悄地」出去		V		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		艱辛	越來越	斗膽
新視4_1_01_1	高級	ㄱ		가만히 집에 있다	老老實實待在家						人	個性	外向			人_個性	人_個性_外向				
	高級	ㄱ		가문	輕輕地						樣態	聲音				樣態_聲音	樣態_聲音_				
